State,District,Crop,historical_records
Tamil Nadu,ERODE,Black pepper,9
Tamil Nadu,ERODE,Cardamom,3
Tamil Nadu,ERODE,Cashewnut,17
Tamil Nadu,ERODE,Castor seed,21
Tamil Nadu,ERODE,Coconut,16
Tamil Nadu,ERODE,Coriander,9
Tamil Nadu,ERODE,Cotton(lint),29
Tamil Nadu,ERODE,Cowpea(Lobia),6
Tamil Nadu,ERODE,Dry chillies,19
Tamil Nadu,ERODE,Garlic,19
Tamil Nadu,ERODE,Ginger,16
Tamil Nadu,ERODE,Gram,11
Tamil Nadu,ERODE,Groundnut,30
Tamil Nadu,ERODE,Guar seed,1
Tamil Nadu,ERODE,Horse-gram,28
Tamil Nadu,ERODE,Jowar,17
Tamil Nadu,ERODE,Maize,28
Tamil Nadu,ERODE,Masoor,2
Tamil Nadu,ERODE,Mesta,1
Tamil Nadu,ERODE,Moong(Green Gram),29
Tamil Nadu,ERODE,Onion,26
Tamil Nadu,ERODE,Other  Rabi pulses,3
Tamil Nadu,ERODE,Other Cereals,3
Tamil Nadu,ERODE,Other Kharif pulses,9
Tamil Nadu,ERODE,Potato,22
Tamil Nadu,ERODE,Ragi,28
Tamil Nadu,ERODE,Rapeseed &Mustard,16
Tamil Nadu,ERODE,Rice,28
Tamil Nadu,ERODE,Sannhamp,3
Tamil Nadu,ERODE,Sesamum,29
Tamil Nadu,ERODE,Small millets,17
Tamil Nadu,ERODE,Sugarcane,22
Tamil Nadu,ERODE,Sunflower,27
Tamil Nadu,ERODE,Sweet potato,12
Tamil Nadu,ERODE,Tapioca,19
Tamil Nadu,ERODE,Tobacco,17
Tamil Nadu,ERODE,Turmeric,19
Tamil Nadu,ERODE,Urad,29
Tamil Nadu,KALLAKURICHI,Castor seed,1
Tamil Nadu,KALLAKURICHI,Coconut,1
Tamil Nadu,KALLAKURICHI,Other Cereals,1
Tamil Nadu,KALLAKURICHI,Small millets,1
Tamil Nadu,KANCHIPURAM,Arhar/Tur,21
Tamil Nadu,KANCHIPURAM,Bajra,27
Tamil Nadu,KANCHIPURAM,Banana,19
Tamil Nadu,KANCHIPURAM,Cashewnut,18
Tamil Nadu,KANCHIPURAM,Castor seed,5
Tamil Nadu,KANCHIPURAM,Coconut,16
Tamil Nadu,KANCHIPURAM,Coriander,9
Tamil Nadu,KANCHIPURAM,Cotton(lint),18
Tamil Nadu,KANCHIPURAM,Cowpea(Lobia),5
Tamil Nadu,KANCHIPURAM,Dry chillies,19
Tamil Nadu,KANCHIPURAM,Garlic,4
Tamil Nadu,KANCHIPURAM,Gram,6
Tamil Nadu,KANCHIPURAM,Groundnut,30
Tamil Nadu,KANCHIPURAM,Guar seed,1
Tamil Nadu,KANCHIPURAM,Horse-gram,15
Tamil Nadu,KANCHIPURAM,Jowar,22
Tamil Nadu,KANCHIPURAM,Maize,18
Tamil Nadu,KANCHIPURAM,Masoor,2
Tamil Nadu,KANCHIPURAM,Moong(Green Gram),29
Tamil Nadu,KANCHIPURAM,Onion,13
Tamil Nadu,KANCHIPURAM,Other  Rabi pulses,2
Tamil Nadu,KANCHIPURAM,Other Cereals,1
Tamil Nadu,KANCHIPURAM,Other Kharif pulses,9
Tamil Nadu,KANCHIPURAM,Potato,2
Tamil Nadu,KANCHIPURAM,Ragi,30
Tamil Nadu,KANCHIPURAM,Rapeseed &Mustard,2
Tamil Nadu,KANCHIPURAM,Rice,28
Tamil Nadu,KANCHIPURAM,Sannhamp,2
Tamil Nadu,KANCHIPURAM,Sesamum,29
Tamil Nadu,KANCHIPURAM,Small millets,1
Tamil Nadu,KANCHIPURAM,Sugarcane,22
Tamil Nadu,KANCHIPURAM,Sunflower,20
Tamil Nadu,KANCHIPURAM,Sweet potato,17
Tamil Nadu,KANCHIPURAM,Tapioca,17
Tamil Nadu,KANCHIPURAM,Tobacco,1
Tamil Nadu,KANCHIPURAM,Turmeric,14
Tamil Nadu,KANCHIPURAM,Urad,29
Tamil Nadu,KANNIYAKUMARI,Arecanut,14
Tamil Nadu,KANNIYAKUMARI,Arhar/Tur,6
Tamil Nadu,KANNIYAKUMARI,Banana,19
Tamil Nadu,KANNIYAKUMARI,Black pepper,15
Tamil Nadu,KANNIYAKUMARI,Cardamom,15
Tamil Nadu,KANNIYAKUMARI,Cashewnut,18
Tamil Nadu,KANNIYAKUMARI,Castor seed,1
Tamil Nadu,KANNIYAKUMARI,Coconut,16
Tamil Nadu,KANNIYAKUMARI,Cotton(lint),6
Tamil Nadu,KANNIYAKUMARI,Cowpea(Lobia),5
Tamil Nadu,KANNIYAKUMARI,Dry chillies,11
Tamil Nadu,KANNIYAKUMARI,Ginger,19
Tamil Nadu,KANNIYAKUMARI,Groundnut,28
Tamil Nadu,KANNIYAKUMARI,Horse-gram,9
Tamil Nadu,KANNIYAKUMARI,Jowar,2
Tamil Nadu,KANNIYAKUMARI,Maize,11
Tamil Nadu,KANNIYAKUMARI,Masoor,1
Tamil Nadu,KANNIYAKUMARI,Moong(Green Gram),14
Tamil Nadu,KANNIYAKUMARI,Onion,1
Tamil Nadu,KANNIYAKUMARI,Other Kharif pulses,6
Tamil Nadu,KANNIYAKUMARI,Rice,28
Tamil Nadu,KANNIYAKUMARI,Sesamum,3
Tamil Nadu,KANNIYAKUMARI,Sugarcane,5
Tamil Nadu,KANNIYAKUMARI,Sweet potato,2
Tamil Nadu,KANNIYAKUMARI,Tapioca,19
Tamil Nadu,KANNIYAKUMARI,Turmeric,2
Tamil Nadu,KANNIYAKUMARI,Urad,29
Tamil Nadu,KARUR,Arecanut,11
Tamil Nadu,KARUR,Arhar/Tur,21
Tamil Nadu,KARUR,Bajra,28
Tamil Nadu,KARUR,Banana,19
Tamil Nadu,KARUR,Cashewnut,18
Tamil Nadu,KARUR,Castor seed,21
Tamil Nadu,KARUR,Coconut,16
Tamil Nadu,KARUR,Coriander,16
Tamil Nadu,KARUR,Cotton(lint),28
Tamil Nadu,KARUR,Cowpea(Lobia),6
Tamil Nadu,KARUR,Dry chillies,19
Tamil Nadu,KARUR,Garlic,4
Tamil Nadu,KARUR,Gram,4
Tamil Nadu,KARUR,Groundnut,30
Tamil Nadu,KARUR,Guar seed,1
Tamil Nadu,KARUR,Horse-gram,28
Tamil Nadu,KARUR,Jowar,28
Tamil Nadu,KARUR,Maize,27
Tamil Nadu,KARUR,Masoor,2
Tamil Nadu,KARUR,Mesta,1
Tamil Nadu,KARUR,Moong(Green Gram),29
Tamil Nadu,KARUR,Onion,26
Tamil Nadu,KARUR,Other  Rabi pulses,3
Tamil Nadu,KARUR,Other Cereals,2
Tamil Nadu,KARUR,Other Kharif pulses,9
Tamil Nadu,KARUR,Potato,2
Tamil Nadu,KARUR,Ragi,23
Tamil Nadu,KARUR,Rice,25
Tamil Nadu,KARUR,Sannhamp,1
Tamil Nadu,KARUR,Sesamum,29
Tamil Nadu,KARUR,Small millets,12
Tamil Nadu,KARUR,Sugarcane,22
Tamil Nadu,KARUR,Sunflower,28
Tamil Nadu,KARUR,Sweet potato,19
Tamil Nadu,KARUR,Tapioca,19
Tamil Nadu,KARUR,Tobacco,8
Tamil Nadu,KARUR,Turmeric,19
Tamil Nadu,KARUR,Urad,29
Tamil Nadu,KRISHNAGIRI,Arecanut,14
Tamil Nadu,KRISHNAGIRI,Arhar/Tur,15
Tamil Nadu,KRISHNAGIRI,Bajra,22
Tamil Nadu,KRISHNAGIRI,Banana,15
Tamil Nadu,KRISHNAGIRI,Black pepper,3
Tamil Nadu,KRISHNAGIRI,Cashewnut,13
Tamil Nadu,KRISHNAGIRI,Castor seed,16
Tamil Nadu,KRISHNAGIRI,Coconut,14
Tamil Nadu,KRISHNAGIRI,Coriander,15
Tamil Nadu,KRISHNAGIRI,Cotton(lint),24
Tamil Nadu,KRISHNAGIRI,Cowpea(Lobia),6
Tamil Nadu,KRISHNAGIRI,Dry chillies,14
Tamil Nadu,KRISHNAGIRI,Garlic,4
Tamil Nadu,KRISHNAGIRI,Ginger,8
Tamil Nadu,KRISHNAGIRI,Gram,10
Tamil Nadu,KRISHNAGIRI,Groundnut,24
Tamil Nadu,KRISHNAGIRI,Horse-gram,22
Tamil Nadu,KRISHNAGIRI,Jowar,22
Tamil Nadu,KRISHNAGIRI,Maize,23
Tamil Nadu,KRISHNAGIRI,Masoor,2
Tamil Nadu,KRISHNAGIRI,Moong(Green Gram),23
Tamil Nadu,KRISHNAGIRI,Onion,22
Tamil Nadu,KRISHNAGIRI,Other  Rabi pulses,3
Tamil Nadu,KRISHNAGIRI,Other Cereals,1
Tamil Nadu,KRISHNAGIRI,Other Kharif pulses,6
Tamil Nadu,KRISHNAGIRI,Potato,22
Tamil Nadu,KRISHNAGIRI,Ragi,24
Tamil Nadu,KRISHNAGIRI,Rapeseed &Mustard,14
Tamil Nadu,KRISHNAGIRI,Rice,22
Tamil Nadu,KRISHNAGIRI,Sesamum,18
Tamil Nadu,KRISHNAGIRI,Small millets,18
Tamil Nadu,KRISHNAGIRI,Sugarcane,16
Tamil Nadu,KRISHNAGIRI,Sunflower,12
Tamil Nadu,KRISHNAGIRI,Sweet potato,10
Tamil Nadu,KRISHNAGIRI,Tapioca,15
Tamil Nadu,KRISHNAGIRI,Tobacco,2
Tamil Nadu,KRISHNAGIRI,Turmeric,15
Tamil Nadu,KRISHNAGIRI,Urad,23
Tamil Nadu,MADURAI,Arecanut,6
Tamil Nadu,MADURAI,Arhar/Tur,21
Tamil Nadu,MADURAI,Bajra,28
Tamil Nadu,MADURAI,Banana,19
Tamil Nadu,MADURAI,Cardamom,1
Tamil Nadu,MADURAI,Cashewnut,18
Tamil Nadu,MADURAI,Castor seed,21
Tamil Nadu,MADURAI,Coconut,16
Tamil Nadu,MADURAI,Coriander,19
Tamil Nadu,MADURAI,Cotton(lint),30
Tamil Nadu,MADURAI,Cowpea(Lobia),6
Tamil Nadu,MADURAI,Dry chillies,19
Tamil Nadu,MADURAI,Garlic,1
Tamil Nadu,MADURAI,Gram,20
Tamil Nadu,MADURAI,Groundnut,30
Tamil Nadu,MADURAI,Guar seed,1
Tamil Nadu,MADURAI,Horse-gram,25
Tamil Nadu,MADURAI,Jowar,28
Tamil Nadu,MADURAI,Maize,28
Tamil Nadu,MADURAI,Masoor,2
Tamil Nadu,MADURAI,Moong(Green Gram),29
Tamil Nadu,MADURAI,Onion,26
Tamil Nadu,MADURAI,Other  Rabi pulses,3
Tamil Nadu,MADURAI,Other Cereals,9
Tamil Nadu,MADURAI,Other Kharif pulses,9
Tamil Nadu,MADURAI,Ragi,30
Tamil Nadu,MADURAI,Rapeseed &Mustard,2
Tamil Nadu,MADURAI,Rice,28
Tamil Nadu,MADURAI,Sesamum,29
Tamil Nadu,MADURAI,Small millets,22
Tamil Nadu,MADURAI,Sugarcane,22
Tamil Nadu,MADURAI,Sunflower,27
Tamil Nadu,MADURAI,Sweet potato,19
Tamil Nadu,MADURAI,Tapioca,19
Tamil Nadu,MADURAI,Tobacco,1
Tamil Nadu,MADURAI,Turmeric,19
Tamil Nadu,MADURAI,Urad,29
Tamil Nadu,NAGAPATTINAM,Arecanut,9
Tamil Nadu,NAGAPATTINAM,Arhar/Tur,1
Tamil Nadu,NAGAPATTINAM,Bajra,4
Tamil Nadu,NAGAPATTINAM,Banana,19
Tamil Nadu,NAGAPATTINAM,Cashewnut,18
Tamil Nadu,NAGAPATTINAM,Coconut,16
Tamil Nadu,NAGAPATTINAM,Cotton(lint),26
Tamil Nadu,NAGAPATTINAM,Dry chillies,19
Tamil Nadu,NAGAPATTINAM,Groundnut,27
Tamil Nadu,NAGAPATTINAM,Guar seed,1
Tamil Nadu,NAGAPATTINAM,Jowar,6
Tamil Nadu,NAGAPATTINAM,Maize,22
Tamil Nadu,NAGAPATTINAM,Masoor,1
Tamil Nadu,NAGAPATTINAM,Mesta,3
Tamil Nadu,NAGAPATTINAM,Moong(Green Gram),24
Tamil Nadu,NAGAPATTINAM,Onion,10
Tamil Nadu,NAGAPATTINAM,Other Kharif pulses,2
Tamil Nadu,NAGAPATTINAM,Ragi,4
Tamil Nadu,NAGAPATTINAM,Rice,28
Tamil Nadu,NAGAPATTINAM,Sesamum,25
Tamil Nadu,NAGAPATTINAM,Sugarcane,22
Tamil Nadu,NAGAPATTINAM,Sunflower,6
Tamil Nadu,NAGAPATTINAM,Sweet potato,5
Tamil Nadu,NAGAPATTINAM,Tapioca,19
Tamil Nadu,NAGAPATTINAM,Tobacco,16
Tamil Nadu,NAGAPATTINAM,Turmeric,11
Tamil Nadu,NAGAPATTINAM,Urad,27
Tamil Nadu,NAMAKKAL,Arecanut,14
Tamil Nadu,NAMAKKAL,Arhar/Tur,21
Tamil Nadu,NAMAKKAL,Bajra,28
Tamil Nadu,NAMAKKAL,Banana,19
Tamil Nadu,NAMAKKAL,Black pepper,17
Tamil Nadu,NAMAKKAL,Cardamom,14
Tamil Nadu,NAMAKKAL,Cashewnut,11
Tamil Nadu,NAMAKKAL,Castor seed,21
Tamil Nadu,NAMAKKAL,Coconut,16
Tamil Nadu,NAMAKKAL,Coriander,17
Tamil Nadu,NAMAKKAL,Cotton(lint),30
Tamil Nadu,NAMAKKAL,Cowpea(Lobia),6
Tamil Nadu,NAMAKKAL,Dry chillies,19
Tamil Nadu,NAMAKKAL,Garlic,5
Tamil Nadu,NAMAKKAL,Ginger,5
Tamil Nadu,NAMAKKAL,Gram,19
Tamil Nadu,NAMAKKAL,Groundnut,30
Tamil Nadu,NAMAKKAL,Guar seed,1
Tamil Nadu,NAMAKKAL,Horse-gram,28
Tamil Nadu,NAMAKKAL,Jowar,28
Tamil Nadu,NAMAKKAL,Maize,28
Tamil Nadu,NAMAKKAL,Masoor,2
Tamil Nadu,NAMAKKAL,Mesta,1
Tamil Nadu,NAMAKKAL,Moong(Green Gram),29
Tamil Nadu,NAMAKKAL,Onion,26
Tamil Nadu,NAMAKKAL,Other  Rabi pulses,3
Tamil Nadu,NAMAKKAL,Other Cereals,3
Tamil Nadu,NAMAKKAL,Other Kharif pulses,9
Tamil Nadu,NAMAKKAL,Potato,3
Tamil Nadu,NAMAKKAL,Ragi,30
Tamil Nadu,NAMAKKAL,Rapeseed &Mustard,8
Tamil Nadu,NAMAKKAL,Rice,28
Tamil Nadu,NAMAKKAL,Sannhamp,3
Tamil Nadu,NAMAKKAL,Sesamum,29
Tamil Nadu,NAMAKKAL,Small millets,22
Tamil Nadu,NAMAKKAL,Sugarcane,22
Tamil Nadu,NAMAKKAL,Sunflower,22
Tamil Nadu,NAMAKKAL,Sweet potato,15
Tamil Nadu,NAMAKKAL,Tapioca,19
Tamil Nadu,NAMAKKAL,Tobacco,4
Tamil Nadu,NAMAKKAL,Turmeric,19
Tamil Nadu,NAMAKKAL,Urad,29
Tamil Nadu,PERAMBALUR,Arecanut,14
Tamil Nadu,PERAMBALUR,Arhar/Tur,21
Tamil Nadu,PERAMBALUR,Bajra,28
Tamil Nadu,PERAMBALUR,Banana,19
Tamil Nadu,PERAMBALUR,Cashewnut,14
Tamil Nadu,PERAMBALUR,Castor seed,21
Tamil Nadu,PERAMBALUR,Coconut,16
Tamil Nadu,PERAMBALUR,Coriander,19
Tamil Nadu,PERAMBALUR,Cotton(lint),29
Tamil Nadu,PERAMBALUR,Cowpea(Lobia),4
Tamil Nadu,PERAMBALUR,Dry chillies,19
Tamil Nadu,PERAMBALUR,Gram,17
Tamil Nadu,PERAMBALUR,Groundnut,30
Tamil Nadu,PERAMBALUR,Guar seed,1
Tamil Nadu,PERAMBALUR,Horse-gram,20
Tamil Nadu,PERAMBALUR,Jowar,27
Tamil Nadu,PERAMBALUR,Maize,28
Tamil Nadu,PERAMBALUR,Masoor,2
Tamil Nadu,PERAMBALUR,Moong(Green Gram),23
Tamil Nadu,PERAMBALUR,Onion,26
Tamil Nadu,PERAMBALUR,Other  Rabi pulses,1
Tamil Nadu,PERAMBALUR,Other Cereals,1
Tamil Nadu,PERAMBALUR,Other Kharif pulses,9
Tamil Nadu,PERAMBALUR,Ragi,25
Tamil Nadu,PERAMBALUR,Rapeseed &Mustard,3
Tamil Nadu,PERAMBALUR,Rice,28
Tamil Nadu,PERAMBALUR,Sesamum,29
Tamil Nadu,PERAMBALUR,Small millets,18
Tamil Nadu,PERAMBALUR,Sugarcane,22
Tamil Nadu,PERAMBALUR,Sunflower,28
Tamil Nadu,PERAMBALUR,Sweet potato,17
Tamil Nadu,PERAMBALUR,Tapioca,19
Tamil Nadu,PERAMBALUR,Turmeric,19
Tamil Nadu,PERAMBALUR,Urad,29
Tamil Nadu,PUDUKKOTTAI,Arecanut,3
Tamil Nadu,PUDUKKOTTAI,Arhar/Tur,21
Tamil Nadu,PUDUKKOTTAI,Bajra,19
Tamil Nadu,PUDUKKOTTAI,Banana,19
Tamil Nadu,PUDUKKOTTAI,Black pepper,4
Tamil Nadu,PUDUKKOTTAI,Cashewnut,18
Tamil Nadu,PUDUKKOTTAI,Castor seed,6
Tamil Nadu,PUDUKKOTTAI,Coconut,16
Tamil Nadu,PUDUKKOTTAI,Coriander,13
Tamil Nadu,PUDUKKOTTAI,Cotton(lint),26
Tamil Nadu,PUDUKKOTTAI,Cowpea(Lobia),6
Tamil Nadu,PUDUKKOTTAI,Dry chillies,19
Tamil Nadu,PUDUKKOTTAI,Gram,5
Tamil Nadu,PUDUKKOTTAI,Groundnut,30
Tamil Nadu,PUDUKKOTTAI,Guar seed,1
Tamil Nadu,PUDUKKOTTAI,Horse-gram,26
Tamil Nadu,PUDUKKOTTAI,Jowar,28
Tamil Nadu,PUDUKKOTTAI,Maize,28
Tamil Nadu,PUDUKKOTTAI,Masoor,2
Tamil Nadu,PUDUKKOTTAI,Moong(Green Gram),24
Tamil Nadu,PUDUKKOTTAI,Onion,21
Tamil Nadu,PUDUKKOTTAI,Other  Rabi pulses,1
Tamil Nadu,PUDUKKOTTAI,Other Cereals,7
Tamil Nadu,PUDUKKOTTAI,Other Kharif pulses,9
Tamil Nadu,PUDUKKOTTAI,Potato,1
Tamil Nadu,PUDUKKOTTAI,Ragi,30
Tamil Nadu,PUDUKKOTTAI,Rice,28
Tamil Nadu,PUDUKKOTTAI,Sannhamp,1
Tamil Nadu,PUDUKKOTTAI,Sesamum,29
Tamil Nadu,PUDUKKOTTAI,Small millets,14
Tamil Nadu,PUDUKKOTTAI,Sugarcane,22
Tamil Nadu,PUDUKKOTTAI,Sunflower,20
Tamil Nadu,PUDUKKOTTAI,Sweet potato,14
Tamil Nadu,PUDUKKOTTAI,Tapioca,19
Tamil Nadu,PUDUKKOTTAI,Tobacco,1
Tamil Nadu,PUDUKKOTTAI,Turmeric,19
Tamil Nadu,PUDUKKOTTAI,Urad,29
Tamil Nadu,RAMANATHAPURAM,Arhar/Tur,11
Tamil Nadu,RAMANATHAPURAM,Bajra,19
Tamil Nadu,RAMANATHAPURAM,Banana,19
Tamil Nadu,RAMANATHAPURAM,Cashewnut,18
Tamil Nadu,RAMANATHAPURAM,Castor seed,7
Tamil Nadu,RAMANATHAPURAM,Coconut,16
Tamil Nadu,RAMANATHAPURAM,Coriander,18
Tamil Nadu,RAMANATHAPURAM,Cotton(lint),27
Tamil Nadu,RAMANATHAPURAM,Cowpea(Lobia),3
Tamil Nadu,RAMANATHAPURAM,Dry chillies,19
Tamil Nadu,RAMANATHAPURAM,Gram,8
Tamil Nadu,RAMANATHAPURAM,Groundnut,25
Tamil Nadu,RAMANATHAPURAM,Guar seed,1
Tamil Nadu,RAMANATHAPURAM,Horse-gram,19
Tamil Nadu,RAMANATHAPURAM,Jowar,20
Tamil Nadu,RAMANATHAPURAM,Maize,17
Tamil Nadu,RAMANATHAPURAM,Masoor,2
Tamil Nadu,RAMANATHAPURAM,Moong(Green Gram),22
Tamil Nadu,RAMANATHAPURAM,Onion,18
Tamil Nadu,RAMANATHAPURAM,Other  Rabi pulses,1
Tamil Nadu,RAMANATHAPURAM,Other Cereals,5
Tamil Nadu,RAMANATHAPURAM,Other Kharif pulses,6
Tamil Nadu,RAMANATHAPURAM,Potato,1
Tamil Nadu,RAMANATHAPURAM,Ragi,25
Tamil Nadu,RAMANATHAPURAM,Rice,22
Tamil Nadu,RAMANATHAPURAM,Sesamum,26
Tamil Nadu,RAMANATHAPURAM,Small millets,15
Tamil Nadu,RAMANATHAPURAM,Sugarcane,22
Tamil Nadu,RAMANATHAPURAM,Sunflower,23
Tamil Nadu,RAMANATHAPURAM,Tapioca,4
Tamil Nadu,RAMANATHAPURAM,Tobacco,1
Tamil Nadu,RAMANATHAPURAM,Turmeric,8
Tamil Nadu,RAMANATHAPURAM,Urad,28
Tamil Nadu,RANIPET,Coconut,1
Tamil Nadu,RANIPET,Other  Rabi pulses,1
Tamil Nadu,RANIPET,Other Kharif pulses,1
Tamil Nadu,SALEM,Arecanut,14
Tamil Nadu,SALEM,Arhar/Tur,21
Tamil Nadu,SALEM,Bajra,28
Tamil Nadu,SALEM,Banana,19
Tamil Nadu,SALEM,Black pepper,17
Tamil Nadu,SALEM,Cardamom,15
Tamil Nadu,SALEM,Cashewnut,14
Tamil Nadu,SALEM,Castor seed,21
Tamil Nadu,SALEM,Coconut,16
Tamil Nadu,SALEM,Coriander,19
Tamil Nadu,SALEM,Cotton(lint),29
Tamil Nadu,SALEM,Cowpea(Lobia),6
Tamil Nadu,SALEM,Dry chillies,19
Tamil Nadu,SALEM,Garlic,1
Tamil Nadu,SALEM,Ginger,8
Tamil Nadu,SALEM,Gram,21
Tamil Nadu,SALEM,Groundnut,30
Tamil Nadu,SALEM,Guar seed,1
Tamil Nadu,SALEM,Horse-gram,28
Tamil Nadu,SALEM,Jowar,28
Tamil Nadu,SALEM,Maize,28
Tamil Nadu,SALEM,Masoor,2
Tamil Nadu,SALEM,Mesta,1
Tamil Nadu,SALEM,Moong(Green Gram),29
Tamil Nadu,SALEM,Onion,26
Tamil Nadu,SALEM,Other  Rabi pulses,3
Tamil Nadu,SALEM,Other Cereals,6
Tamil Nadu,SALEM,Other Kharif pulses,9
Tamil Nadu,SALEM,Potato,4
Tamil Nadu,SALEM,Ragi,30
Tamil Nadu,SALEM,Rapeseed &Mustard,15
Tamil Nadu,SALEM,Rice,28
Tamil Nadu,SALEM,Sannhamp,3
Tamil Nadu,SALEM,Sesamum,29
Tamil Nadu,SALEM,Small millets,20
Tamil Nadu,SALEM,Sugarcane,22
Tamil Nadu,SALEM,Sunflower,26
Tamil Nadu,SALEM,Sweet potato,18
Tamil Nadu,SALEM,Tapioca,19
Tamil Nadu,SALEM,Tobacco,15
Tamil Nadu,SALEM,Turmeric,19
Tamil Nadu,SALEM,Urad,29
Tamil Nadu,SIVAGANGA,Arhar/Tur,21
Tamil Nadu,SIVAGANGA,Bajra,25
Tamil Nadu,SIVAGANGA,Banana,19
Tamil Nadu,SIVAGANGA,Cashewnut,18
Tamil Nadu,SIVAGANGA,Castor seed,11
Tamil Nadu,SIVAGANGA,Coconut,16
Tamil Nadu,SIVAGANGA,Coriander,14
Tamil Nadu,SIVAGANGA,Cotton(lint),30
Tamil Nadu,SIVAGANGA,Cowpea(Lobia),6
Tamil Nadu,SIVAGANGA,Dry chillies,19
Tamil Nadu,SIVAGANGA,Garlic,2
Tamil Nadu,SIVAGANGA,Gram,7
Tamil Nadu,SIVAGANGA,Groundnut,30
Tamil Nadu,SIVAGANGA,Guar seed,1
Tamil Nadu,SIVAGANGA,Horse-gram,28
Tamil Nadu,SIVAGANGA,Jowar,28
Tamil Nadu,SIVAGANGA,Maize,27
Tamil Nadu,SIVAGANGA,Masoor,2
Tamil Nadu,SIVAGANGA,Moong(Green Gram),27
Tamil Nadu,SIVAGANGA,Onion,24
Tamil Nadu,SIVAGANGA,Other  Rabi pulses,3
Tamil Nadu,SIVAGANGA,Other Cereals,6
Tamil Nadu,SIVAGANGA,Other Kharif pulses,9
Tamil Nadu,SIVAGANGA,Potato,1
Tamil Nadu,SIVAGANGA,Ragi,30
Tamil Nadu,SIVAGANGA,Rice,28
Tamil Nadu,SIVAGANGA,Sesamum,29
Tamil Nadu,SIVAGANGA,Small millets,16
Tamil Nadu,SIVAGANGA,Sugarcane,22
Tamil Nadu,SIVAGANGA,Sunflower,12
Tamil Nadu,SIVAGANGA,Sweet potato,13
Tamil Nadu,SIVAGANGA,Tapioca,13
Tamil Nadu,SIVAGANGA,Tobacco,2
Tamil Nadu,SIVAGANGA,Turmeric,13
Tamil Nadu,SIVAGANGA,Urad,29
Tamil Nadu,TENKASI,Castor seed,1
Tamil Nadu,TENKASI,Coconut,1
Tamil Nadu,TENKASI,Other Cereals,2
Tamil Nadu,TENKASI,Other Kharif pulses,1
Tamil Nadu,THANJAVUR,Arecanut,14
Tamil Nadu,THANJAVUR,Arhar/Tur,21
Tamil Nadu,THANJAVUR,Bajra,17
Tamil Nadu,THANJAVUR,Banana,19
Tamil Nadu,THANJAVUR,Black pepper,13
Tamil Nadu,THANJAVUR,Cashewnut,18
Tamil Nadu,THANJAVUR,Castor seed,9
Tamil Nadu,THANJAVUR,Coconut,16
Tamil Nadu,THANJAVUR,Coriander,2
Tamil Nadu,THANJAVUR,Cotton(lint),27
Tamil Nadu,THANJAVUR,Dry chillies,19
Tamil Nadu,THANJAVUR,Ginger,14
Tamil Nadu,THANJAVUR,Gram,4
Tamil Nadu,THANJAVUR,Groundnut,30
Tamil Nadu,THANJAVUR,Guar seed,1
Tamil Nadu,THANJAVUR,Horse-gram,1
Tamil Nadu,THANJAVUR,Jowar,13
Tamil Nadu,THANJAVUR,Maize,28
Tamil Nadu,THANJAVUR,Masoor,2
Tamil Nadu,THANJAVUR,Moong(Green Gram),28
Tamil Nadu,THANJAVUR,Onion,25
Tamil Nadu,THANJAVUR,Other Cereals,2
Tamil Nadu,THANJAVUR,Other Kharif pulses,6
Tamil Nadu,THANJAVUR,Ragi,24
Tamil Nadu,THANJAVUR,Rice,28
Tamil Nadu,THANJAVUR,Sannhamp,1
Tamil Nadu,THANJAVUR,Sesamum,29
Tamil Nadu,THANJAVUR,Small millets,9
Tamil Nadu,THANJAVUR,Sugarcane,22
Tamil Nadu,THANJAVUR,Sunflower,19
Tamil Nadu,THANJAVUR,Sweet potato,10
Tamil Nadu,THANJAVUR,Tapioca,19
Tamil Nadu,THANJAVUR,Turmeric,19
Tamil Nadu,THANJAVUR,Urad,29
Tamil Nadu,THE NILGIRIS,Arecanut,14
Tamil Nadu,THE NILGIRIS,Bajra,4
Tamil Nadu,THE NILGIRIS,Banana,19
Tamil Nadu,THE NILGIRIS,Black pepper,17
Tamil Nadu,THE NILGIRIS,Cardamom,17
Tamil Nadu,THE NILGIRIS,Cashewnut,1
Tamil Nadu,THE NILGIRIS,Coconut,14
Tamil Nadu,THE NILGIRIS,Coriander,4
Tamil Nadu,THE NILGIRIS,Cotton(lint),10
Tamil Nadu,THE NILGIRIS,Dry chillies,18
Tamil Nadu,THE NILGIRIS,Garlic,19
Tamil Nadu,THE NILGIRIS,Ginger,19
Tamil Nadu,THE NILGIRIS,Groundnut,13
Tamil Nadu,THE NILGIRIS,Guar seed,1
Tamil Nadu,THE NILGIRIS,Horse-gram,1
Tamil Nadu,THE NILGIRIS,Jowar,4
Tamil Nadu,THE NILGIRIS,Maize,2
Tamil Nadu,THE NILGIRIS,Moong(Green Gram),7
Tamil Nadu,THE NILGIRIS,Onion,4
Tamil Nadu,THE NILGIRIS,Other Cereals,2
Tamil Nadu,THE NILGIRIS,Other Kharif pulses,1
Tamil Nadu,THE NILGIRIS,Potato,26
Tamil Nadu,THE NILGIRIS,Ragi,11
Tamil Nadu,THE NILGIRIS,Rice,22
Tamil Nadu,THE NILGIRIS,Sesamum,4
Tamil Nadu,THE NILGIRIS,Small millets,7
Tamil Nadu,THE NILGIRIS,Sugarcane,18
Tamil Nadu,THE NILGIRIS,Sunflower,2
